[Script Info]
; Script generated by Aegisub 3.2.2
; http://www.aegisub.org/
Title: animesubtitle.ir
ScriptType: v4.00+
WrapStyle: 0
PlayResX: 848
PlayResY: 480
ScaledBorderAndShadow: yes
YCbCr Matrix: TV.601

[Aegisub Project Garbage]
Last Style Storage: Default
Audio File: Spy x Family - 01.mkv
Video File: Spy x Family - 01.mkv
Video AR Mode: 4
Video AR Value: 1.777778
Video Zoom Percent: 0.500000
Scroll Position: 482
Active Line: 487
Video Position: 34223

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: main,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: top,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,10,10,28,1
Style: italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: italicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashback,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashback italics,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,2,10,10,28,1
Style: flashbacktop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: flashbackitalicstop,B Koodak,36,&H00FFFFFF,&H000000FF,&H007D4E07,&H96000000,-1,0,0,0,100,100,0,0,1,1.7,0,8,0,0,28,1
Style: sign_6041_79_OPERATION_STRIX,B Koodak,36,&H19FFFFFF,&H000000FF,&H7D000000,&H96000000,-1,0,0,0,100,100,0,0,1,2,1,1,30,30,20,1
Style: sign_14746_228_CHILDREARING,B Koodak,36,&H00222B2B,&H000000FF,&H00F4FCF6,&H00000000,-1,0,0,0,100,100,0,0,1,4,0,8,30,30,20,1

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:07:54.58,0:07:56.16,main,Loid,0,0,0,,یه کمی میرم بیرون
Dialogue: 0,0:07:56.16,0:07:57.72,main,Loid,0,0,0,,فقط همونجا بشین و برنامه ات رو ببین
Dialogue: 0,0:07:56.79,0:07:58.83,italicstop,Bondman,0,0,0,,{\3c&H000000&}! از سر راهم برو کنار
Dialogue: 0,0:07:58.83,0:08:00.76,main,Anya,0,0,0,,! یه ماجراجویی
Dialogue: 0,0:08:00.76,0:08:02.82,main,Loid,0,0,0,,من که برای ماجراجویی نمیرم \Nفقط می خوام برم خرید
Dialogue: 0,0:08:07.07,0:08:09.81,main,Anya,0,0,0,,! من یه اسلحه با صدا خفه کن می خوام
Dialogue: 0,0:08:09.81,0:08:11.34,main,Loid,0,0,0,,باشه باشه ، اگه بتونیم یکی پیدا \Nکنیم که حراج خورده باشه
Dialogue: 0,0:08:11.94,0:08:13.16,italics,Loid,0,0,0,,برای یه جاسوس ماهر بودن
Dialogue: 0,0:08:13.16,0:08:15.97,italics,Loid,0,0,0,,شخص باید عادی رفتار بکنه و هیچ \Nتوجهی رو به خودش جلب نکنه
Dialogue: 0,0:08:15.97,0:08:18.86,italics,Loid,0,0,0,,باید هر کاری از دستمون برمیاد رو انجام بدیم\N که شبیه یه خانواده ی عادی بنظر برسیم
Dialogue: 0,0:08:18.86,0:08:22.82,top,Anya,0,0,0,,! بابا ! نجاتم بده
Dialogue: 0,0:08:20.06,0:08:21.36,italics,Loid,0,0,0,,چرا جلب توجه میکنی ؟
Dialogue: 0,0:08:21.36,0:08:24.70,main,Old Lady,0,0,0,,اینجوری نمیشه ، باید حتماً دست کوچولوت رو بگیری
Dialogue: 0,0:08:24.70,0:08:25.61,main,Old Lady,0,0,0,,بفرما
Dialogue: 0,0:08:29.48,0:08:33.53,italics,Loid,0,0,0,,گرفتار بودن یه دست باعث میشه آمادگی \Nبرای کمین دشمن سخت بشه
Dialogue: 0,0:08:33.53,0:08:34.42,italics,Loid,0,0,0,,اما کاریش نمیشه کرد
Dialogue: 0,0:08:34.42,0:08:35.44,italics,Anya,0,0,0,,!دشمن ؟
Dialogue: 0,0:08:41.88,0:08:43.10,main,Loid,0,0,0,,چیکار داری میکنی ؟
Dialogue: 0,0:08:43.10,0:08:44.01,main,Anya,0,0,0,,! مخفی شدم
Dialogue: 0,0:08:44.01,0:08:46.24,italics,Loid,0,0,0,,کاری کردم که باعث بشه بخواد از من مخفی بشه ؟
Dialogue: 0,0:08:46.24,0:08:48.92,italics,Loid,0,0,0,,شاید زیادی زود دستش رو گرفتم ، از من متنفره ؟
Dialogue: 0,0:08:48.92,0:08:49.86,italics,Loid,0,0,0,,این خوب نیست
Dialogue: 0,0:08:49.86,0:08:53.38,italics,Loid,0,0,0,,باید تا پایان ماموریت یه رابطه ی \Nخوب رو با اون حفظ بکنم
Dialogue: 0,0:08:53.69,0:08:56.39,italics,Loid,0,0,0,,باید بیشتر در مورد این موجود بدونم
Dialogue: 0,0:08:56.39,0:08:59.38,italics,Loid,0,0,0,,این یه سیاست ساده است ، درک طرف \Nمقابل اولین قدم به سوی صلحه
Dialogue: 0,0:08:59.71,0:09:02.26,italics,Anya,0,0,0,,!درک کردن من باعث صلح جهانی میشه ؟
Dialogue: 0,0:09:04.11,0:09:06.27,main,Anya,0,0,0,,من بادوم زمینی دوست دارم
Dialogue: 0,0:09:06.27,0:09:07.38,main,Anya,0,0,0,,و هویج دوست ندارم
Dialogue: 0,0:09:07.38,0:09:08.44,main,Loid,0,0,0,,... اوه ... ها
Dialogue: 0,0:09:08.44,0:09:10.31,main,Anya,0,0,0,,! اما بیکن برشته ی بکنریس رو واقعاً دوست دارم
Dialogue: 0,0:09:11.39,0:09:14.50,main,Loid,0,0,0,,اون یه نانواییه ، بیکن نمی فروشند
Dialogue: 0,0:09:15.83,0:09:17.12,main,Anya,0,0,0,,اینو می خوام ، لطفاً
Dialogue: 0,0:09:17.73,0:09:20.69,main,Loid,0,0,0,,قیمتش یک دالکه ، نمی تونی با \Nیه سکه ی ده پنتی بخریش
Dialogue: 0,0:09:24.49,0:09:27.19,italics,Loid,0,0,0,,این دختره در واقع خنگه ؟
Dialogue: 0,0:09:27.19,0:09:28.96,italics,Loid,0,0,0,,اون جدول کلمات متقاطع رو شانسی حل کرد ؟
Dialogue: 0,0:09:28.96,0:09:30.88,italics,Loid,0,0,0,,... شاید هنوز بتونم برگردم و یه بچه ی دیگه بگیرم
Dialogue: 0,0:09:32.25,0:09:35.06,main,Anya,0,0,0,,! لطفاً از شر من خلاص نشو
Dialogue: 0,0:09:33.67,0:09:35.06,top,Loid,0,0,0,,!یهو چت شد ؟
Dialogue: 0,0:09:35.06,0:09:37.00,top,Passerby,0,0,0,,چه پدر وحشتناکی
Dialogue: 0,0:09:35.59,0:09:38.58,main,Anya,0,0,0,,! لطفاً ! من معامله ی خوبی ام
Dialogue: 0,0:09:39.64,0:09:40.92,italics,Loid,0,0,0,,چیکار کنم ؟
Dialogue: 0,0:09:41.44,0:09:43.24,main,Loid,0,0,0,,برات بادوم زمینی میخرم ! فقط\N! گریه کردن رو تموم کن
Dialogue: 0,0:09:43.78,0:09:45.05,main,Anya,0,0,0,,! بادوم زمینی
Dialogue: 0,0:09:48.44,0:09:51.19,main,Anya,0,0,0,,بابا ، خسته ام
Dialogue: 0,0:09:51.19,0:09:52.64,main,Anya,0,0,0,,... دیگه نمی تونم راه برم
Dialogue: 0,0:09:52.64,0:09:53.58,main,Loid,0,0,0,,ها ؟
Dialogue: 0,0:09:54.64,0:09:57.19,italics,Loid,0,0,0,,اینجوری فایده نداره ... این رفتار غیر منطقی رو
Dialogue: 0,0:09:57.67,0:09:59.90,italics,Loid,0,0,0,,اصلاً درک نمیکنم
Dialogue: 0,0:10:00.70,0:10:03.99,italics,Loid,0,0,0,,به یه کتابچه ی راهنما احتیاج دارم \Nکه کمکم بکنه درکش کنم
Dialogue: 0,0:10:05.66,0:10:08.00,main,Loid,0,0,0,,نکته ی مهم در بزرگ کردن یه بچه اعتماده
Dialogue: 0,0:10:08.35,0:10:11.50,main,Loid,0,0,0,,بجای دعوا کردنشون ، سعی کنید موضوعات \Nرو از نقطه نظر اونها درک کنید
Dialogue: 0,0:10:11.90,0:10:15.02,main,Loid,0,0,0,,بچه ها توی بیان احساساتشون با کلمات خیلی خوب نیستند
Dialogue: 0,0:10:15.01,0:10:16.01,sign_14746_228_CHILDREARING,Sign,0,0,0,,{\pos(423.25,344)}تربیت کودک
Dialogue: 0,0:10:15.02,0:10:18.74,main,Loid,0,0,0,,پس سعی کنم بیشتر درکشون کنم . پس \Nنمی تونم ازشون بازجویی کنم ؟
Dialogue: 0,0:10:19.01,0:10:19.39,sign_14746_228_CHILDREARING,Sign,0,0,0,,{\c&H18271F&\3c&HA29250&\fs40\an7\frz2.031\pos(101.55,233.333)}مراقبت از کودک
Dialogue: 0,0:10:19.34,0:10:22.43,sign_14746_228_CHILDREARING,Sign,0,0,0,,{\bord4\frz353.1\move(663.825,78.667,382.925,81.333,29,1698)}تربیت کودک
Dialogue: 0,0:10:19.39,0:10:20.84,italics,Loid,0,0,0,,والدین دنیا
Dialogue: 0,0:10:20.84,0:10:23.51,italics,Loid,0,0,0,,معمولاً تمام مدت همچین ماموریتهای \Nسختی رو انجام میدند ؟
Dialogue: 0,0:10:23.99,0:10:27.18,main,Loid,0,0,0,,احترام به نفسشون رو پرورش بدید\N تا آینده ی بهتری به اونها بدید
Dialogue: 0,0:10:27.18,0:10:31.17,main,Loid,0,0,0,,با دادن این توانایی به اونها که خودشون\N... فکر کنند ، آینده ی اونها
Dialogue: 0,0:10:33.81,0:10:36.80,italics,Loid,0,0,0,,به محض اینکه این ماموریت رو تموم کنم \N برش می گردونم به یتیم خونه
Dialogue: 0,0:10:37.32,0:10:39.43,italics,Loid,0,0,0,,اون نهایت رابطه ماست
Dialogue: 0,0:10:43.58,0:10:45.64,main,Anya,0,0,0,,! نمی خوام
Dialogue: 0,0:10:45.64,0:10:48.09,main,Anya,0,0,0,,! نمی خوام درس بخونم
Dialogue: 0,0:10:48.09,0:10:51.62,main,Loid,0,0,0,,برای این امتحان باید بدونم چقدر باهوشی
Dialogue: 0,0:10:51.62,0:10:54.73,main,Anya,0,0,0,,برای هیچ امتحانی لازم نیست درس بخونم
Dialogue: 0,0:10:54.73,0:10:56.12,main,Anya,0,0,0,,... اگه فقط برای بقیه ی مردم رو بخونم
Dialogue: 0,0:10:56.12,0:10:57.13,italics,Anya,0,0,0,,... ذهن بقیه مردم
Dialogue: 0,0:10:57.47,0:11:00.23,main,Loid,0,0,0,,می خواهی تقلب بکنی ؟ گوش کن
Dialogue: 0,0:11:00.23,0:11:01.81,main,Loid,0,0,0,,... اگه نتونی وارد این مدرسه بشی
Dialogue: 0,0:11:01.81,0:11:02.85,italics,Loid,0,0,0,,ماموریت من شکست می خوره
Dialogue: 0,0:11:06.36,0:11:07.65,main,Loid,0,0,0,,خوب باشه
Dialogue: 0,0:11:09.29,0:11:10.31,main,Loid,0,0,0,,میرم بیرون
Dialogue: 0,0:11:11.72,0:11:13.54,main,Loid,0,0,0,,امروز با من نمیای
Dialogue: 0,0:11:13.81,0:11:15.09,main,Loid,0,0,0,,به هیچ قیمتی
Dialogue: 0,0:11:15.09,0:11:16.27,main,Loid,0,0,0,,توی خونه می مونی
Dialogue: 0,0:11:22.05,0:11:22.69,main,Loid,0,0,0,,! هوی
Dialogue: 0,0:11:23.41,0:11:24.67,main,Loid,0,0,0,,! بهت گفتم ، نمیای
Dialogue: 0,0:11:26.01,0:11:28.66,main,Loid,0,0,0,,اونجایی ! واقعاً فکر کردی نمی بینمت ؟
Dialogue: 0,0:11:29.12,0:11:30.07,main,Loid,0,0,0,,! اونجا
Dialogue: 0,0:11:30.34,0:11:31.29,main,Loid,0,0,0,,! اونجا
Dialogue: 0,0:11:31.60,0:11:33.82,italics,Anya,0,0,0,,بابا توی پیدا کردن من کارش خوبه
Dialogue: 0,0:11:33.82,0:11:34.75,italics,Anya,0,0,0,,! خیلی خوش میگذره
Dialogue: 0,0:11:36.34,0:11:37.75,main,Loid,0,0,0,,! سعیت رو بکن از اونجا بیای بیرون
Dialogue: 0,0:11:38.12,0:11:39.77,main,Franky,0,0,0,,پس برای همون دیر کردی ؟
Dialogue: 0,0:11:40.04,0:11:43.76,main,Loid,0,0,0,,آخرش ، یه مانع جلوی در گذاشتم و داخل گیرش انداختم
Dialogue: 0,0:11:43.76,0:11:46.56,main,Franky,0,0,0,,دعا میکنم بخاطر کودک آزاری گزارشت نکنند
Dialogue: 0,0:11:46.56,0:11:49.09,main,Loid,0,0,0,,کی می دونه بچه ها به چی فکر می کنند ؟
Dialogue: 0,0:11:49.34,0:11:52.52,main,Loid,0,0,0,,روششون برای اینکه همیشه گریه کنند تا کارشون\N رو پیش ببرند واقعاً اعصاب خردکنه
Dialogue: 0,0:11:52.52,0:11:55.72,main,Franky,0,0,0,,از گفتن این بهت متنفرم ، گرگ و میش \Nاما گریه کردن کارشونه
Dialogue: 0,0:11:55.72,0:11:58.16,main,Franky,0,0,0,,راستی ، این هم چیزی که خواسته بودی
Dialogue: 0,0:11:58.16,0:12:00.85,main,Franky,0,0,0,,یه درخواست نامه ، تاییدیه برای امتحان و سوالات امتحان
Dialogue: 0,0:12:01.13,0:12:03.14,main,Franky,0,0,0,,برای بدست آوردن اینها برای تو کلی دردسر کشیدم
Dialogue: 0,0:12:03.14,0:12:04.62,main,Loid,0,0,0,,خیلی کمکم کردی ، فرانکی
Dialogue: 0,0:12:04.62,0:12:07.37,main,Loid,0,0,0,,فکر کنم اگه مجبورش کنیم همه چیز رو \Nحفظ بکنه بتونیم به یه نتیجه ای برسیم
Dialogue: 0,0:12:07.37,0:12:09.27,main,Franky,0,0,0,,... اوه راستی ، در مورد دخترت
Dialogue: 0,0:12:09.27,0:12:11.61,main,Franky,0,0,0,,سوابقی از گذشته اش پیدا کردم که یتیم خونه نداشتشون
Dialogue: 0,0:12:12.30,0:12:14.34,main,Franky,0,0,0,,نتونستم هیچی در مورد تولدش پیدا کنم
Dialogue: 0,0:12:14.34,0:12:16.38,main,Franky,0,0,0,,هیچ اطلاعاتی هم در مورد سن یا والدینش موجود نیست
Dialogue: 0,0:12:16.38,0:12:18.73,main,Franky,0,0,0,,فقط تونستم اطلاعات سال گذشته رو پیدا کنم
Dialogue: 0,0:12:18.73,0:12:21.61,main,Franky,0,0,0,,اما چهار دفعه به فرزند خوندگی گرفته\N شده و هر دفعه پس فرستاده شده
Dialogue: 0,0:12:21.61,0:12:23.67,main,Franky,0,0,0,,توی دو تا یتیم خونه ی دیگه هم بوده
Dialogue: 0,0:12:23.67,0:12:27.34,main,Loid,0,0,0,,... آنیا ویلیامز ، آنیا لوسکی ، آنیا روشه
Dialogue: 0,0:12:27.34,0:12:29.13,main,Franky,0,0,0,,به اندازه ی تو اسم عوض میکنه
Dialogue: 0,0:12:29.13,0:12:30.84,main,Franky,0,0,0,,پدر و دختر عالی ای هستید
Dialogue: 0,0:12:31.92,0:12:34.39,main,Franky,0,0,0,,شوخی کردم ، این برای ماموریته ، درسته ؟
Dialogue: 0,0:12:34.68,0:12:37.97,main,Franky,0,0,0,,شاید یه بچه باشه ، اما از زیادی وابسته \Nشدن هیچ چیز خوبی نصیبت نمیشه
Dialogue: 0,0:12:39.17,0:12:40.56,main,Loid,0,0,0,,ممنون از نگرانیت
Dialogue: 0,0:12:40.56,0:12:42.20,main,Franky,0,0,0,,!هوی ؟ پول من چی شد ؟
Dialogue: 0,0:12:42.75,0:12:47.00,main,Franky,0,0,0,,لعنتی ... کی می دونه جاسوسها \Nهم به چی فکر می کنند ؟
Dialogue: 0,0:12:53.49,0:12:56.97,italics,Anya,0,0,0,,خیلی حوصله ام سر رفته ، جاسوسها\N شبیه چیزی نیستند که فکر می کردم
Dialogue: 0,0:12:56.97,0:12:59.83,italics,Anya,0,0,0,,فقط می خوام بمب رو پس بگیرم
Dialogue: 0,0:13:00.14,0:13:03.46,italics,Loid,0,0,0,,نمی تونم بذارم ابزار جاسوسیم رو خراب\N بکنه ، برای همین قفلش میکنم
Dialogue: 0,0:13:03.85,0:13:06.10,italics,Loid,0,0,0,,... کدش 6 ، 1
Dialogue: 0,0:13:06.10,0:13:07.02,main,Anya,0,0,0,,1 ، 0
Dialogue: 0,0:13:07.02,0:13:08.93,main,Anya,0,0,0,,! بمبی بمب ! بمبی بمب
Dialogue: 0,0:13:14.82,0:13:17.47,main,Anya,0,0,0,,! بمبی بمب ! بمبی بمب
Dialogue: 0,0:13:17.47,0:13:19.18,main,Anya,0,0,0,,! اوه
Dialogue: 0,0:13:19.18,0:13:20.97,main,Anya,0,0,0,,! پیامهای محرمانه
Dialogue: 0,0:13:21.52,0:13:23.98,main,Anya,0,0,0,,... محرمانه ، محرمانه
Dialogue: 0,0:13:25.40,0:13:28.50,main,Henchman A,0,0,0,,رئیس ! یه پیام جدید دریافت کردیم
Dialogue: 0,0:13:28.79,0:13:30.14,main,Edgar,0,0,0,,داره از حروف رمزی غرب استفاده میکنه ؟
Dialogue: 0,0:13:30.51,0:13:32.42,main,Henchman A,0,0,0,,نه ، فقط یه متن ساده است
Dialogue: 0,0:13:32.42,0:13:35.20,main,Henchman A,0,0,0,,... داره میگه ... گرگ و میش اینجاست
Dialogue: 0,0:13:35.84,0:13:37.49,main,Henchman A,0,0,0,,! گرگ و میش اینجاست
Dialogue: 0,0:13:37.49,0:13:39.92,main,Henchman A,0,0,0,,این فرکانسیه که جاسوسان غربی ازش استفاده می کردند
Dialogue: 0,0:13:39.92,0:13:43.38,main,Henchman A,0,0,0,,... اوه ، باز هم هست ، اگه می تونی منو بگیر
Dialogue: 0,0:13:43.38,0:13:45.58,main,Edgar,0,0,0,,! زود باشید جاش رو پیدا کنید
Dialogue: 0,0:13:47.71,0:13:48.76,main,Anya,0,0,0,,... آخیش
Dialogue: 0,0:13:51.25,0:13:54.37,main,Loid,0,0,0,,حالا که فهمیدی من یه جاسوسم ، باید ناپدید بشی
Dialogue: 0,0:13:56.27,0:13:58.95,main,Anya,0,0,0,,... اگه بفهمه یه ذهن خوانم
Dialogue: 0,0:13:59.69,0:14:01.06,main,Anya,0,0,0,,مجبور میشم از اینجا برم
Dialogue: 0,0:14:01.29,0:14:05.58,flashback italics,Researcher A,0,0,0,,آنیا ، نباید به هیچکس در مورد قدرتت بگی
Dialogue: 0,0:14:05.94,0:14:08.43,flashback,Researcher B,0,0,0,,حالا وقت درس خوندنه ، آنیا
Dialogue: 0,0:14:08.43,0:14:10.27,flashback,Anya,0,0,0,,... اما من می خوام نقاشی بکنم
Dialogue: 0,0:14:10.56,0:14:12.98,flashback,Researcher A,0,0,0,,برای بازی های بچگونه به خودت زحمت نده
Dialogue: 0,0:14:12.98,0:14:16.28,flashback,Researcher A,0,0,0,,باید از قدرتت برای صلح دنیا استفاده کنیم
Dialogue: 0,0:14:16.72,0:14:18.46,flashback,Researcher A,0,0,0,,برای گریه هم وقت نداریم
Dialogue: 0,0:14:18.46,0:14:20.30,flashback,Researcher A,0,0,0,,بازی دیگه کافیه ، برگرد سر درست
Dialogue: 0,0:14:25.07,0:14:28.02,italics,Loid,0,0,0,,بهتره آپارتمان رو بهم نریخته باشه
Dialogue: 0,0:14:28.62,0:14:30.88,italics,Loid,0,0,0,,درسته ، باید اینو جابجا کنم
Dialogue: 0,0:14:53.61,0:14:55.10,italics,Loid,0,0,0,,!اینها دیگه کی هستند ؟
Dialogue: 0,0:14:55.60,0:14:56.70,main,Loid,0,0,0,,! آنیا
Dialogue: 0,0:14:57.76,0:14:58.79,main,Loid,0,0,0,,! آنیا
Dialogue: 0,0:15:00.87,0:15:02.16,italics,Loid,0,0,0,,دزدیده شده ؟
Dialogue: 0,0:15:02.45,0:15:05.00,italics,Loid,0,0,0,,توسط هرکسی که این آدمکشها رو فرستاده ؟ \Nاما چرا ؟
Dialogue: 0,0:15:05.84,0:15:08.86,italics,Loid,0,0,0,,باید فوراً پیداش کنم ، آروم باش
Dialogue: 0,0:15:09.34,0:15:12.82,italics,Loid,0,0,0,,از ظاهر امر مشخصه که در خطر لو رفتن بودم
Dialogue: 0,0:15:12.82,0:15:14.55,italics,Loid,0,0,0,,باید فوراً به یه جای امن برم
Dialogue: 0,0:15:15.18,0:15:16.32,italics,Loid,0,0,0,,... در مورد آنیا
Dialogue: 0,0:15:16.97,0:15:19.22,italics,Loid,0,0,0,,کلی بچه ی دیگه اون بیرون هست
Dialogue: 0,0:15:19.22,0:15:21.08,italics,Loid,0,0,0,,... همه چیز رو دوباره از اول شروع میکنم و
Dialogue: 0,0:15:24.11,0:15:25.94,main,Edgar,0,0,0,,این بچه دیگه کیه ؟
Dialogue: 0,0:15:26.88,0:15:28.65,main,Edgar,0,0,0,,نکنه برای گرگ و میشه ؟
Dialogue: 0,0:15:28.65,0:15:31.74,main,Henchman B,0,0,0,,نمی دونم ، توی اتاقی بود که پیام ازش اومده بود
Dialogue: 0,0:15:31.74,0:15:32.94,main,Henchman B,0,0,0,,پس محض احتیاط دزدیدیمش
Dialogue: 0,0:15:32.94,0:15:34.17,italics,Anya,0,0,0,,بخاطر اون وسیله ی مخابره ؟
Dialogue: 0,0:15:34.17,0:15:37.44,main,Henchman B,0,0,0,,توی آپارتمان که از بیرون مسدود \Nشده بود مخفی شده بود
Dialogue: 0,0:15:37.44,0:15:38.56,main,Edgar,0,0,0,,چرا از بیرون ؟
Dialogue: 0,0:15:38.56,0:15:39.46,main,Henchman B,0,0,0,,نمی دونم
Dialogue: 0,0:15:39.46,0:15:43.76,main,Edgar,0,0,0,,خوب ، مهم نیست ، شاید بتونیم به عنوان \Nگروگان ازش استفاده کنیم
Dialogue: 0,0:15:43.76,0:15:45.89,main,Edgar,0,0,0,,تا گرگ و میش رو مجبور کنیم کلاه گیس رو
Dialogue: 0,0:15:45.89,0:15:47.88,main,Edgar,0,0,0,,شخصاً از کله ی وزیر امور خارجه بدزده
Dialogue: 0,0:15:47.88,0:15:51.44,main,Henchman D,0,0,0,,رئیس ، فکر میکنم باید بی خیال کلاه گیس بشیم
Dialogue: 0,0:15:51.80,0:15:54.32,main,Edgar,0,0,0,,شفافیت در دولت ضروریه
Dialogue: 0,0:15:54.32,0:15:55.69,main,Edgar,0,0,0,,کلاه گیس ممنوعه
Dialogue: 0,0:15:55.69,0:15:57.75,italics,Anya,0,0,0,,... یه اسلحه با صدا خفه کن
Dialogue: 0,0:15:57.75,0:16:01.79,main,Edgar,0,0,0,,در ضمن ، وزیر یه خائنه که مخفیانه\N طرف غرب رو میگیره
Dialogue: 0,0:16:01.79,0:16:04.70,main,Edgar,0,0,0,,هرکسی که از یه خائن دفاع بکنه هم خائنه
Dialogue: 0,0:16:05.14,0:16:07.60,italics,Anya,0,0,0,,... یه آدم بد واقعی
Dialogue: 0,0:16:09.32,0:16:12.59,main,Henchman G,0,0,0,,! رئیس ! گوئن و بقیه از آپارتمان برگشتند
Dialogue: 0,0:16:13.64,0:16:15.44,main,Fake Nguyen,0,0,0,,دستگیرش کردیم
Dialogue: 0,0:16:16.35,0:16:17.71,main,Edgar,0,0,0,,کارتون خوب بود
Dialogue: 0,0:16:18.78,0:16:22.19,main,Fake Nguyen,0,0,0,,اینها حرکات یه تازه کار نیست ، خود واقعیشه
Dialogue: 0,0:16:22.19,0:16:23.95,main,Henchman E,0,0,0,,برو اونجا استراحت کن
Dialogue: 0,0:16:23.95,0:16:26.76,main,Edgar,0,0,0,,... خوب حالا ، گرگ و میش
Dialogue: 0,0:16:27.32,0:16:30.16,main,Edgar,0,0,0,,بیا اون عکسهایی که از من دزدیدی\N رو ازت پس بگیریم
Dialogue: 0,0:16:31.50,0:16:32.31,main,Edgar,0,0,0,,! گوئن
Dialogue: 0,0:16:32.31,0:16:33.75,main,Henchman E,0,0,0,,... اینجا چه خبره ؟! اون الان
Dialogue: 0,0:16:33.75,0:16:34.76,main,Henchman C,0,0,0,,! بچه ناپدید شده
Dialogue: 0,0:16:35.04,0:16:36.73,main,Edgar,0,0,0,,! باز هم گولم زد
Dialogue: 0,0:16:36.99,0:16:38.15,italics,Loid,0,0,0,,این یه اشتباه بود
Dialogue: 0,0:16:38.15,0:16:40.88,italics,Loid,0,0,0,,با مستقیم وارد قلمرو دشمن شدن \Nهمه چیز رو به خطر انداختم
Dialogue: 0,0:16:40.88,0:16:42.02,italics,Loid,0,0,0,,یه جاسوس بدرد نخورم
Dialogue: 0,0:16:42.02,0:16:42.92,main,Anya,0,0,0,,... بابا
Dialogue: 0,0:16:42.92,0:16:45.61,top,Anya,0,0,0,,! بابــــــا
Dialogue: 0,0:16:43.71,0:16:46.53,main,Fake Nguyen,0,0,0,,هی ، مشکلی پیش نمیاد ! هیچ کاری نمیکنم
Dialogue: 0,0:16:46.53,0:16:47.68,main,Fake Nguyen,0,0,0,,لازم نیست بترسی
Dialogue: 0,0:16:47.22,0:16:50.88,top,Anya,0,0,0,,! بابــــــا
Dialogue: 0,0:16:49.27,0:16:50.88,italics,Loid,0,0,0,,دقیقاً برای همینه که بچه ها بدرد نمی خورند
Dialogue: 0,0:16:51.63,0:16:52.86,italics,Loid,0,0,0,,که اینطور
Dialogue: 0,0:16:53.29,0:16:56.98,italics,Loid,0,0,0,,فکر کنم فهمیدم چرا اینقدر از صدای \Nگریه ی بچه ها متنفرم
Dialogue: 0,0:16:57.39,0:17:00.12,italics,Loid,0,0,0,,چون منو یاد بچگی خودم میندازه
Dialogue: 0,0:17:01.00,0:17:03.78,italics,Loid,0,0,0,,هیچکس دست کمک به سمت من دراز نکرد
Dialogue: 0,0:17:03.78,0:17:07.44,italics,Loid,0,0,0,,اونقدر احساس تنهایی ، ناامیدی و بیچارگی می کردم\N که تنها کاری که می تونستم بکنم گریه بود
Dialogue: 0,0:17:08.25,0:17:10.96,italics,Loid,0,0,0,,فکر می کردم اون گذشته رو رها کردم \Nاما توی ضمیر ناخودآگاهم
Dialogue: 0,0:17:10.96,0:17:12.60,italics,Loid,0,0,0,,اون منو به یاد خودم می انداخت
Dialogue: 0,0:17:12.60,0:17:14.83,italics,Loid,0,0,0,,... نه ، در واقع
Dialogue: 0,0:17:18.24,0:17:19.73,main,Fake Nguyen,0,0,0,,گوش کن ، دختر کوچولو
Dialogue: 0,0:17:19.73,0:17:20.76,main,Anya,0,0,0,,آنیا
Dialogue: 0,0:17:20.76,0:17:22.46,main,Fake Nguyen,0,0,0,,گوش کن ، آنیا-چان
Dialogue: 0,0:17:22.46,0:17:26.09,main,Fake Nguyen,0,0,0,,من و دوستانم بازیکنهای گرگم به هوای حرفه ای هستیم
Dialogue: 0,0:17:26.09,0:17:30.44,main,Fake Nguyen,0,0,0,,هروقت یکی رو پیدا کنیم که تواناییش رو داشته \Nباشه ، برای بازی به مبارزه می طلبیمش
Dialogue: 0,0:17:30.44,0:17:31.25,main,Anya,0,0,0,,اوه
Dialogue: 0,0:17:31.25,0:17:32.68,italics,Anya,0,0,0,,بابا یه دروغگوئه
